title,price,rating,reviews,availability,link
Playstation 5 DualSense Wireless Controller - White (Renewed),,3.9 out of 5 stars,"(2,051)",Not Available,https://www.amazon.com/Playstation-DualSense-Wireless-Controller-Renewed-5/dp/B092LJJYDQ/ref=sr_1_71?dib=eyJ2IjoiMSJ9.mIkE4Bjth5gZdztRpA7_XcI6RhB1sbGqb4r1gJMnETiqS_rfdjBfOOQUvrh1wrF73pBP3Bn04IPoKY2xFmqDf_sCkt4bkpM2UM1dJovQ0DzrdtLiSScpiPC0GKx5_47gweuk2YRt7z-qZsdJV6vPgmBhRYt-YuEdGq6Cdi5caY_nuOOJsIOT6s86pr_ujEG3JqP4_2_BQiaPj5LmgVRl2Xqf4rIITat04Tde1EmhhTQ.wTeY56xtqUBi_qLmkGa5RXcbGsmJ5N8m8Sg6_cHIzbo&dib_tag=se&keywords=playstation+5&qid=1775469657&sr=8-71
PlayStation DualSense Wireless Controller – Galactic Purple,,4.7 out of 5 stars,"(11,008)",In Stock,https://www.amazon.com/PlayStation-DualSense-Wireless-Controller-Galactic-5/dp/B09RBZ134K/ref=sr_1_72?dib=eyJ2IjoiMSJ9.mIkE4Bjth5gZdztRpA7_XcI6RhB1sbGqb4r1gJMnETiqS_rfdjBfOOQUvrh1wrF73pBP3Bn04IPoKY2xFmqDf_sCkt4bkpM2UM1dJovQ0DzrdtLiSScpiPC0GKx5_47gweuk2YRt7z-qZsdJV6vPgmBhRYt-YuEdGq6Cdi5caY_nuOOJsIOT6s86pr_ujEG3JqP4_2_BQiaPj5LmgVRl2Xqf4rIITat04Tde1EmhhTQ.wTeY56xtqUBi_qLmkGa5RXcbGsmJ5N8m8Sg6_cHIzbo&dib_tag=se&keywords=playstation+5&qid=1775469657&sr=8-72
"SANDISK 2TB Extreme Portable SSD, Officially Licensed for PlayStation 5 Console and PC - up to 1000MB/s, USB-C, USB 3.2 Gen 2, Drop Protection - External Solid State Drive - SDSSDE62P-2T00-G25",,4.5 out of 5 stars,(142),In Stock,https://www.amazon.com/SanDisk-Portable-Officially-Licensed-PlayStation/dp/B0DQWTLPSJ/ref=sr_1_73?dib=eyJ2IjoiMSJ9.mIkE4Bjth5gZdztRpA7_XcI6RhB1sbGqb4r1gJMnETiqS_rfdjBfOOQUvrh1wrF73pBP3Bn04IPoKY2xFmqDf_sCkt4bkpM2UM1dJovQ0DzrdtLiSScpiPC0GKx5_47gweuk2YRt7z-qZsdJV6vPgmBhRYt-YuEdGq6Cdi5caY_nuOOJsIOT6s86pr_ujEG3JqP4_2_BQiaPj5LmgVRl2Xqf4rIITat04Tde1EmhhTQ.wTeY56xtqUBi_qLmkGa5RXcbGsmJ5N8m8Sg6_cHIzbo&dib_tag=se&keywords=playstation+5&qid=1775469657&sr=8-73
The Adventures of Elliot: The Millennium Tales - Amazon Exclusive Edition (PlayStation 5),,Previous set of slides,,"This item will be released on June 18, 2026.",https://www.amazon.com/Adventures-Elliot-Millennium-Amazon-Exclusive-PlayStation/dp/B0GLRZCWMT/ref=sr_1_74?dib=eyJ2IjoiMSJ9.mIkE4Bjth5gZdztRpA7_XcI6RhB1sbGqb4r1gJMnETiqS_rfdjBfOOQUvrh1wrF73pBP3Bn04IPoKY2xFmqDf_sCkt4bkpM2UM1dJovQ0DzrdtLiSScpiPC0GKx5_47gweuk2YRt7z-qZsdJV6vPgmBhRYt-YuEdGq6Cdi5caY_nuOOJsIOT6s86pr_ujEG3JqP4_2_BQiaPj5LmgVRl2Xqf4rIITat04Tde1EmhhTQ.wTeY56xtqUBi_qLmkGa5RXcbGsmJ5N8m8Sg6_cHIzbo&dib_tag=se&keywords=playstation+5&qid=1775469657&sr=8-74
"Star Wars Outlaws - Limited Edition (Amazon Exclusive), PlayStation 5",,4.5 out of 5 stars,"(1,416)",Only 1 left in stock - order soon.,https://www.amazon.com/Star-Wars-Outlaws-Limited-Exclusive-PlayStation/dp/B0D187PJHJ/ref=sr_1_75?dib=eyJ2IjoiMSJ9.mIkE4Bjth5gZdztRpA7_XcI6RhB1sbGqb4r1gJMnETiqS_rfdjBfOOQUvrh1wrF73pBP3Bn04IPoKY2xFmqDf_sCkt4bkpM2UM1dJovQ0DzrdtLiSScpiPC0GKx5_47gweuk2YRt7z-qZsdJV6vPgmBhRYt-YuEdGq6Cdi5caY_nuOOJsIOT6s86pr_ujEG3JqP4_2_BQiaPj5LmgVRl2Xqf4rIITat04Tde1EmhhTQ.wTeY56xtqUBi_qLmkGa5RXcbGsmJ5N8m8Sg6_cHIzbo&dib_tag=se&keywords=playstation+5&qid=1775469657&sr=8-75
"SANDISK 1TB Extreme Portable SSD, Officially Licensed for PlayStation 5 Console and PC - up to 1000MB/s, USB-C, USB 3.2 Gen 2, Drop Protection - External Solid State Drive - SDSSDE62P-1T00-G25",,4.5 out of 5 stars,(142),In Stock,https://www.amazon.com/SanDisk-Portable-Officially-Licensed-PlayStation/dp/B0DQWHWWNS/ref=sr_1_76?dib=eyJ2IjoiMSJ9.mIkE4Bjth5gZdztRpA7_XcI6RhB1sbGqb4r1gJMnETiqS_rfdjBfOOQUvrh1wrF73pBP3Bn04IPoKY2xFmqDf_sCkt4bkpM2UM1dJovQ0DzrdtLiSScpiPC0GKx5_47gweuk2YRt7z-qZsdJV6vPgmBhRYt-YuEdGq6Cdi5caY_nuOOJsIOT6s86pr_ujEG3JqP4_2_BQiaPj5LmgVRl2Xqf4rIITat04Tde1EmhhTQ.wTeY56xtqUBi_qLmkGa5RXcbGsmJ5N8m8Sg6_cHIzbo&dib_tag=se&keywords=playstation+5&qid=1775469657&sr=8-76
"WD_BLACK 5TB P10 Game Drive, Portable External Hard Drive, Works with Playstation, Xbox, & PC - WDBA3A0050BBK-WESN",,4.7 out of 5 stars,"(25,268)",Not Available,https://www.amazon.com/WD_Black-Drive-External-Compatible-WDBA3A0050BBK-WESN/dp/B07VNTFHD5/ref=sr_1_77?dib=eyJ2IjoiMSJ9.mIkE4Bjth5gZdztRpA7_XcI6RhB1sbGqb4r1gJMnETiqS_rfdjBfOOQUvrh1wrF73pBP3Bn04IPoKY2xFmqDf_sCkt4bkpM2UM1dJovQ0DzrdtLiSScpiPC0GKx5_47gweuk2YRt7z-qZsdJV6vPgmBhRYt-YuEdGq6Cdi5caY_nuOOJsIOT6s86pr_ujEG3JqP4_2_BQiaPj5LmgVRl2Xqf4rIITat04Tde1EmhhTQ.wTeY56xtqUBi_qLmkGa5RXcbGsmJ5N8m8Sg6_cHIzbo&dib_tag=se&keywords=playstation+5&qid=1775469657&sr=8-77
Sony Playstation 3 160GB System (Renewed),,3.8 out of 5 stars,(868),,https://www.amazon.com/Playstation-160GB-System-Certified-Refurbished-3/dp/B07D9VTVXM/ref=sr_1_78?dib=eyJ2IjoiMSJ9.mIkE4Bjth5gZdztRpA7_XcI6RhB1sbGqb4r1gJMnETiqS_rfdjBfOOQUvrh1wrF73pBP3Bn04IPoKY2xFmqDf_sCkt4bkpM2UM1dJovQ0DzrdtLiSScpiPC0GKx5_47gweuk2YRt7z-qZsdJV6vPgmBhRYt-YuEdGq6Cdi5caY_nuOOJsIOT6s86pr_ujEG3JqP4_2_BQiaPj5LmgVRl2Xqf4rIITat04Tde1EmhhTQ.wTeY56xtqUBi_qLmkGa5RXcbGsmJ5N8m8Sg6_cHIzbo&dib_tag=se&keywords=playstation+5&qid=1775469657&sr=8-78
Playstation Media Remote,,4.4 out of 5 stars,"(13,757)",Not Available,https://www.amazon.com/Media-Remote-PlayStation-5/dp/B08FC5R4KV/ref=sr_1_79?dib=eyJ2IjoiMSJ9.mIkE4Bjth5gZdztRpA7_XcI6RhB1sbGqb4r1gJMnETiqS_rfdjBfOOQUvrh1wrF73pBP3Bn04IPoKY2xFmqDf_sCkt4bkpM2UM1dJovQ0DzrdtLiSScpiPC0GKx5_47gweuk2YRt7z-qZsdJV6vPgmBhRYt-YuEdGq6Cdi5caY_nuOOJsIOT6s86pr_ujEG3JqP4_2_BQiaPj5LmgVRl2Xqf4rIITat04Tde1EmhhTQ.wTeY56xtqUBi_qLmkGa5RXcbGsmJ5N8m8Sg6_cHIzbo&dib_tag=se&keywords=playstation+5&qid=1775469657&sr=8-79
WWE 2K26 - PlayStation 5,,3.8 out of 5 stars,(46),In Stock,https://www.amazon.com/WWE-2K26-PlayStation-5/dp/B0GKQP5QTN/ref=sr_1_80?dib=eyJ2IjoiMSJ9.mIkE4Bjth5gZdztRpA7_XcI6RhB1sbGqb4r1gJMnETiqS_rfdjBfOOQUvrh1wrF73pBP3Bn04IPoKY2xFmqDf_sCkt4bkpM2UM1dJovQ0DzrdtLiSScpiPC0GKx5_47gweuk2YRt7z-qZsdJV6vPgmBhRYt-YuEdGq6Cdi5caY_nuOOJsIOT6s86pr_ujEG3JqP4_2_BQiaPj5LmgVRl2Xqf4rIITat04Tde1EmhhTQ.wTeY56xtqUBi_qLmkGa5RXcbGsmJ5N8m8Sg6_cHIzbo&dib_tag=se&keywords=playstation+5&qid=1775469657&sr=8-80
EA SPORTS College Football 26 - PlayStation 5 - disc,,4.8 out of 5 stars,"(1,225)",,https://www.amazon.com/EA-SPORTS-College-Football-26-PlayStation/dp/B0F64HM6B5/ref=sr_1_81?dib=eyJ2IjoiMSJ9.Q5WaR2XTMVgbmR6zgO9er7nF_7Hx1LOr0DGN5OxY3zkhzWi8gy1k1uw0O1RKqpgcAtKGoypBjc2Rec2FViMBzfXISMZwEzMCNbL3Lah6JQkm_y9EPWhNvmnl3Ul1jbIl48A9A-WBUho8q1FlSyVrIymuKWgeMkOIrjciiDcKAJSJ52qwYTgKyhg73eD7lnlKMh1xb5quAsoGhy5fI7tYzvN8Hw8MOO0FtZoeH4Iz0mw.rjTlWLwOyPhDibahVOYODLgawcQHrJeY0a3xeC7y640&dib_tag=se&keywords=playstation+5&qid=1775469661&sr=8-81
Sony DualSense Edge Pour PS5 Black and White,,3.7 out of 5 stars,(30),Only 11 left in stock - order soon.,https://www.amazon.com/Sony-Dualsense-Bluetooth-W128299805-PlayStation/dp/B0D3WDBKT7/ref=sr_1_82?dib=eyJ2IjoiMSJ9.Q5WaR2XTMVgbmR6zgO9er7nF_7Hx1LOr0DGN5OxY3zkhzWi8gy1k1uw0O1RKqpgcAtKGoypBjc2Rec2FViMBzfXISMZwEzMCNbL3Lah6JQkm_y9EPWhNvmnl3Ul1jbIl48A9A-WBUho8q1FlSyVrIymuKWgeMkOIrjciiDcKAJSJ52qwYTgKyhg73eD7lnlKMh1xb5quAsoGhy5fI7tYzvN8Hw8MOO0FtZoeH4Iz0mw.rjTlWLwOyPhDibahVOYODLgawcQHrJeY0a3xeC7y640&dib_tag=se&keywords=playstation+5&qid=1775469661&sr=8-82
"Razer BlackShark V2 X PlayStation Gaming Headset: 50mm Drivers - Cardioid Mic - Lightweight - Comfortable, Noise Isolating Earcups - for PS5, Xbox Series X, PC, Switch via 3.5 mm Audio Jack - Black",,4.4 out of 5 stars,"(27,180)",In Stock,https://www.amazon.com/Razer-BlackShark-PlayStation-Gaming-Headset-5/dp/B0CXH14PPD/ref=sr_1_83?dib=eyJ2IjoiMSJ9.Q5WaR2XTMVgbmR6zgO9er7nF_7Hx1LOr0DGN5OxY3zkhzWi8gy1k1uw0O1RKqpgcAtKGoypBjc2Rec2FViMBzfXISMZwEzMCNbL3Lah6JQkm_y9EPWhNvmnl3Ul1jbIl48A9A-WBUho8q1FlSyVrIymuKWgeMkOIrjciiDcKAJSJ52qwYTgKyhg73eD7lnlKMh1xb5quAsoGhy5fI7tYzvN8Hw8MOO0FtZoeH4Iz0mw.rjTlWLwOyPhDibahVOYODLgawcQHrJeY0a3xeC7y640&dib_tag=se&keywords=playstation+5&qid=1775469661&sr=8-83
PlayStation 5 Console - Limited Edition Spider-Man 2 Bundle (Renewed),,Previous set of slides,,Not Available,https://www.amazon.com/PlayStation-Console-Limited-Spider-Man-Renewed-5/dp/B0CKWJGBK5/ref=sr_1_84?dib=eyJ2IjoiMSJ9.Q5WaR2XTMVgbmR6zgO9er7nF_7Hx1LOr0DGN5OxY3zkhzWi8gy1k1uw0O1RKqpgcAtKGoypBjc2Rec2FViMBzfXISMZwEzMCNbL3Lah6JQkm_y9EPWhNvmnl3Ul1jbIl48A9A-WBUho8q1FlSyVrIymuKWgeMkOIrjciiDcKAJSJ52qwYTgKyhg73eD7lnlKMh1xb5quAsoGhy5fI7tYzvN8Hw8MOO0FtZoeH4Iz0mw.rjTlWLwOyPhDibahVOYODLgawcQHrJeY0a3xeC7y640&dib_tag=se&keywords=playstation+5&qid=1775469661&sr=8-84
"Logitech G29 Driving Force Racing Wheel and Floor Pedals, Real Force Feedback, Stainless Steel Paddle Shifters, Leather Steering Wheel Cover for PS5, PS4, PC, Mac - Black",,4.6 out of 5 stars,"(21,149)",In Stock,https://www.amazon.com/Logitech-Dual-motor-Feedback-Responsive-PlayStation/dp/B00Z0UWWYC/ref=sr_1_85?dib=eyJ2IjoiMSJ9.Q5WaR2XTMVgbmR6zgO9er7nF_7Hx1LOr0DGN5OxY3zkhzWi8gy1k1uw0O1RKqpgcAtKGoypBjc2Rec2FViMBzfXISMZwEzMCNbL3Lah6JQkm_y9EPWhNvmnl3Ul1jbIl48A9A-WBUho8q1FlSyVrIymuKWgeMkOIrjciiDcKAJSJ52qwYTgKyhg73eD7lnlKMh1xb5quAsoGhy5fI7tYzvN8Hw8MOO0FtZoeH4Iz0mw.rjTlWLwOyPhDibahVOYODLgawcQHrJeY0a3xeC7y640&dib_tag=se&keywords=playstation+5&qid=1775469661&sr=8-85
Sony PlayStation 4 Pro 1TB Console - Black (PS4 Pro),,4.4 out of 5 stars,"(4,158)",Only 1 left in stock - order soon.,https://www.amazon.com/Sony-PlayStation-Pro-1TB-Console-4/dp/B07K14XKZH/ref=sr_1_86?dib=eyJ2IjoiMSJ9.Q5WaR2XTMVgbmR6zgO9er7nF_7Hx1LOr0DGN5OxY3zkhzWi8gy1k1uw0O1RKqpgcAtKGoypBjc2Rec2FViMBzfXISMZwEzMCNbL3Lah6JQkm_y9EPWhNvmnl3Ul1jbIl48A9A-WBUho8q1FlSyVrIymuKWgeMkOIrjciiDcKAJSJ52qwYTgKyhg73eD7lnlKMh1xb5quAsoGhy5fI7tYzvN8Hw8MOO0FtZoeH4Iz0mw.rjTlWLwOyPhDibahVOYODLgawcQHrJeY0a3xeC7y640&dib_tag=se&keywords=playstation+5&qid=1775469661&sr=8-86
"UGREEN USB-C Bluetooth Adapter for PS5, Bluetooth 5.3 Audio Adapter with APTX Low Latency & aptX-Adaptive, Wireless Audio Transmitter to Connect Wireless Headphones & Earbuds",,4.4 out of 5 stars,"(1,986)",In Stock,https://www.amazon.com/UGREEN-Bluetooth-aptX-Adaptive-Transmitter-Headphones/dp/B0D7CKV1J8/ref=sr_1_87?dib=eyJ2IjoiMSJ9.Q5WaR2XTMVgbmR6zgO9er7nF_7Hx1LOr0DGN5OxY3zkhzWi8gy1k1uw0O1RKqpgcAtKGoypBjc2Rec2FViMBzfXISMZwEzMCNbL3Lah6JQkm_y9EPWhNvmnl3Ul1jbIl48A9A-WBUho8q1FlSyVrIymuKWgeMkOIrjciiDcKAJSJ52qwYTgKyhg73eD7lnlKMh1xb5quAsoGhy5fI7tYzvN8Hw8MOO0FtZoeH4Iz0mw.rjTlWLwOyPhDibahVOYODLgawcQHrJeY0a3xeC7y640&dib_tag=se&keywords=playstation+5&qid=1775469661&sr=8-87
Marvel Cosmic Invasion Deluxe Edition - PlayStation 5,,Previous set of slides,,"This item will be released on April 17, 2026.",https://www.amazon.com/Marvel-Cosmic-Invasion-Deluxe-PlayStation-5/dp/B0G3CG6GVW/ref=sr_1_88?dib=eyJ2IjoiMSJ9.Q5WaR2XTMVgbmR6zgO9er7nF_7Hx1LOr0DGN5OxY3zkhzWi8gy1k1uw0O1RKqpgcAtKGoypBjc2Rec2FViMBzfXISMZwEzMCNbL3Lah6JQkm_y9EPWhNvmnl3Ul1jbIl48A9A-WBUho8q1FlSyVrIymuKWgeMkOIrjciiDcKAJSJ52qwYTgKyhg73eD7lnlKMh1xb5quAsoGhy5fI7tYzvN8Hw8MOO0FtZoeH4Iz0mw.rjTlWLwOyPhDibahVOYODLgawcQHrJeY0a3xeC7y640&dib_tag=se&keywords=playstation+5&qid=1775469661&sr=8-88
UNCHARTED: Legacy of Thieves Collection - PlayStation 5,,4.8 out of 5 stars,"(2,111)",In Stock,https://www.amazon.com/UNCHARTED-Legacy-Thieves-Collection-PlayStation-5/dp/B09NB7XNVB/ref=sr_1_89?dib=eyJ2IjoiMSJ9.Q5WaR2XTMVgbmR6zgO9er7nF_7Hx1LOr0DGN5OxY3zkhzWi8gy1k1uw0O1RKqpgcAtKGoypBjc2Rec2FViMBzfXISMZwEzMCNbL3Lah6JQkm_y9EPWhNvmnl3Ul1jbIl48A9A-WBUho8q1FlSyVrIymuKWgeMkOIrjciiDcKAJSJ52qwYTgKyhg73eD7lnlKMh1xb5quAsoGhy5fI7tYzvN8Hw8MOO0FtZoeH4Iz0mw.rjTlWLwOyPhDibahVOYODLgawcQHrJeY0a3xeC7y640&dib_tag=se&keywords=playstation+5&qid=1775469661&sr=8-89
"Sony INZONE H5 Wireless Gaming Headset, 360 Spatial Sound, Works with PC, PS5, 28 Hour Battery, 2.4Ghz Wireless and 3.5mm Audio Jack, WH-G500 White",,4.5 out of 5 stars,(345),Only 4 left in stock - order soon.,https://www.amazon.com/Sony-Wireless-Headset-Spatial-Battery/dp/B0CJGV2DQT/ref=sr_1_90?dib=eyJ2IjoiMSJ9.Q5WaR2XTMVgbmR6zgO9er7nF_7Hx1LOr0DGN5OxY3zkhzWi8gy1k1uw0O1RKqpgcAtKGoypBjc2Rec2FViMBzfXISMZwEzMCNbL3Lah6JQkm_y9EPWhNvmnl3Ul1jbIl48A9A-WBUho8q1FlSyVrIymuKWgeMkOIrjciiDcKAJSJ52qwYTgKyhg73eD7lnlKMh1xb5quAsoGhy5fI7tYzvN8Hw8MOO0FtZoeH4Iz0mw.rjTlWLwOyPhDibahVOYODLgawcQHrJeY0a3xeC7y640&dib_tag=se&keywords=playstation+5&qid=1775469661&sr=8-90
"Logitech G Astro A50 Multi-Platform Wireless Gaming Headset + Base Station for PS5/Xbox/PC: PLAYSYNC Audio Switcher, <16bit/48kHz (Console), <24bit/48kHz (PC), 24hr Battery, 2.4GHz & BT - Black",,4.3 out of 5 stars,"(1,055)",,https://www.amazon.com/Logitech-Omni-Platform-Wireless-Headset-Station/dp/B0DB7ZW7J4/ref=sr_1_91?dib=eyJ2IjoiMSJ9.Q5WaR2XTMVgbmR6zgO9er7nF_7Hx1LOr0DGN5OxY3zkhzWi8gy1k1uw0O1RKqpgcAtKGoypBjc2Rec2FViMBzfXISMZwEzMCNbL3Lah6JQkm_y9EPWhNvmnl3Ul1jbIl48A9A-WBUho8q1FlSyVrIymuKWgeMkOIrjciiDcKAJSJ52qwYTgKyhg73eD7lnlKMh1xb5quAsoGhy5fI7tYzvN8Hw8MOO0FtZoeH4Iz0mw.rjTlWLwOyPhDibahVOYODLgawcQHrJeY0a3xeC7y640&dib_tag=se&keywords=playstation+5&qid=1775469661&sr=8-91
LEGO Harry Potter Collection - PlayStation 5,,5.0 out of 5 stars,(31),Only 15 left in stock - order soon.,https://www.amazon.com/LEGO-Harry-Potter-Collection-PlayStation-5/dp/B0F4FTPQFY/ref=sr_1_92?dib=eyJ2IjoiMSJ9.Q5WaR2XTMVgbmR6zgO9er7nF_7Hx1LOr0DGN5OxY3zkhzWi8gy1k1uw0O1RKqpgcAtKGoypBjc2Rec2FViMBzfXISMZwEzMCNbL3Lah6JQkm_y9EPWhNvmnl3Ul1jbIl48A9A-WBUho8q1FlSyVrIymuKWgeMkOIrjciiDcKAJSJ52qwYTgKyhg73eD7lnlKMh1xb5quAsoGhy5fI7tYzvN8Hw8MOO0FtZoeH4Iz0mw.rjTlWLwOyPhDibahVOYODLgawcQHrJeY0a3xeC7y640&dib_tag=se&keywords=playstation+5&qid=1775469661&sr=8-92
"PlayStation 5 Slim Digital with 1TB SSD Storage, Console Only - PS5 Gaming System, White [video game] (Renewed) [video game]",,Previous set of slides,,Not Available,https://www.amazon.com/PlayStation-Slim-Digital-Storage-Console-5/dp/B0DSM2HL4X/ref=sr_1_93?dib=eyJ2IjoiMSJ9.Q5WaR2XTMVgbmR6zgO9er7nF_7Hx1LOr0DGN5OxY3zkhzWi8gy1k1uw0O1RKqpgcAtKGoypBjc2Rec2FViMBzfXISMZwEzMCNbL3Lah6JQkm_y9EPWhNvmnl3Ul1jbIl48A9A-WBUho8q1FlSyVrIymuKWgeMkOIrjciiDcKAJSJ52qwYTgKyhg73eD7lnlKMh1xb5quAsoGhy5fI7tYzvN8Hw8MOO0FtZoeH4Iz0mw.rjTlWLwOyPhDibahVOYODLgawcQHrJeY0a3xeC7y640&dib_tag=se&keywords=playstation+5&qid=1775469661&sr=8-93
"PULSE Elite Wireless Headset - For PS5, PC & MAC",,3.9 out of 5 stars,(372),In Stock,https://www.amazon.com/PULSE-Elite-Wireless-Headset-PlayStation-5/dp/B0G5SCBH91/ref=sr_1_94?dib=eyJ2IjoiMSJ9.Q5WaR2XTMVgbmR6zgO9er7nF_7Hx1LOr0DGN5OxY3zkhzWi8gy1k1uw0O1RKqpgcAtKGoypBjc2Rec2FViMBzfXISMZwEzMCNbL3Lah6JQkm_y9EPWhNvmnl3Ul1jbIl48A9A-WBUho8q1FlSyVrIymuKWgeMkOIrjciiDcKAJSJ52qwYTgKyhg73eD7lnlKMh1xb5quAsoGhy5fI7tYzvN8Hw8MOO0FtZoeH4Iz0mw.rjTlWLwOyPhDibahVOYODLgawcQHrJeY0a3xeC7y640&dib_tag=se&keywords=playstation+5&qid=1775469661&sr=8-94
Gran Turismo 7 Standard Edition - PlayStation 5,,4.7 out of 5 stars,"(2,012)",In Stock,https://www.amazon.com/Gran-Turismo-7-Standard-PlayStation-5/dp/B09SW6GCGL/ref=sr_1_95?dib=eyJ2IjoiMSJ9.Q5WaR2XTMVgbmR6zgO9er7nF_7Hx1LOr0DGN5OxY3zkhzWi8gy1k1uw0O1RKqpgcAtKGoypBjc2Rec2FViMBzfXISMZwEzMCNbL3Lah6JQkm_y9EPWhNvmnl3Ul1jbIl48A9A-WBUho8q1FlSyVrIymuKWgeMkOIrjciiDcKAJSJ52qwYTgKyhg73eD7lnlKMh1xb5quAsoGhy5fI7tYzvN8Hw8MOO0FtZoeH4Iz0mw.rjTlWLwOyPhDibahVOYODLgawcQHrJeY0a3xeC7y640&dib_tag=se&keywords=playstation+5&qid=1775469661&sr=8-95
Elden Ring - PlayStation 5,,4.6 out of 5 stars,"(6,111)",In Stock,https://www.amazon.com/Elden-Ring-PlayStation-5/dp/B09743F8P6/ref=sr_1_96?dib=eyJ2IjoiMSJ9.Q5WaR2XTMVgbmR6zgO9er7nF_7Hx1LOr0DGN5OxY3zkhzWi8gy1k1uw0O1RKqpgcAtKGoypBjc2Rec2FViMBzfXISMZwEzMCNbL3Lah6JQkm_y9EPWhNvmnl3Ul1jbIl48A9A-WBUho8q1FlSyVrIymuKWgeMkOIrjciiDcKAJSJ52qwYTgKyhg73eD7lnlKMh1xb5quAsoGhy5fI7tYzvN8Hw8MOO0FtZoeH4Iz0mw.rjTlWLwOyPhDibahVOYODLgawcQHrJeY0a3xeC7y640&dib_tag=se&keywords=playstation+5&qid=1775469661&sr=8-96
"Kado Portable Monitor 15.6-inch FHD 1080p, 45W Reverse Charging Ultra-Slim Laptop Monitor 1920x1080 with Built-in Speakers, IPS Display 180° Kickstand for PC, Mac, Phone, Xbox, PS5, USB-C & Mini HDMI",,4.3 out of 5 stars,(159),In Stock,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MjcyNzE3ODY4NTg2OTk3OjE3NzU0Njk2NjU6c3BfYXRmX25leHQ6MzAwNTczMDA5MjM0MjAyOjowOjo&url=%2FKado-Ultra-Slim-1920x1080-Kickstand-Connectivity%2Fdp%2FB0DLW7JXK4%2Fref%3Dsr_1_97_sspa%3Fdib%3DeyJ2IjoiMSJ9.f3XHN5WGuI2-4G819TNimB9a-9DZbXMqVoEv0VFv2aDROn4X_dJwaw11QWbBxi77xcdwIE4KGTz5dxjndtj8TRgRRIk_YnwLoZMKGFBbxnzlTpmZHv7nClW5NX1M4-FlmzOUcnpRea-axVNYXiaXNDhx7U_zlKiw6TdtFSRhQIUVOD2YZQXts86xcJNSv_TOcEllrRTI-TK5yBIWPpJKKNyLYj3RE8D35Xw2lJ_9_sw.vdn0pVWzligRE_EVOsKMnOIHWwl7KCztrpDHR9keGSg%26dib_tag%3Dse%26keywords%3Dplaystation%2B5%26qid%3D1775469665%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"ASUS ROG Delta II Wireless Gaming Headset with Detachable Mic – Tri-Mode (BT, 2.4GHz, 3.5mm), 50mm Titanium-Plated Drivers, 110Hr Battery, Lightweight, for PC, PS5, PS4, Xbox, Switch, Mobile - Black",,4.4 out of 5 stars,(315),In Stock,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MjcyNzE3ODY4NTg2OTk3OjE3NzU0Njk2NjU6c3BfYXRmX25leHQ6MzAwODgwMzUyMjA3NjAyOjowOjo&url=%2FASUS-ROG-II-Wireless-Detachable%2Fdp%2FB0DGZY13L6%2Fref%3Dsr_1_98_sspa%3Fdib%3DeyJ2IjoiMSJ9.f3XHN5WGuI2-4G819TNimB9a-9DZbXMqVoEv0VFv2aDROn4X_dJwaw11QWbBxi77xcdwIE4KGTz5dxjndtj8TRgRRIk_YnwLoZMKGFBbxnzlTpmZHv7nClW5NX1M4-FlmzOUcnpRea-axVNYXiaXNDhx7U_zlKiw6TdtFSRhQIUVOD2YZQXts86xcJNSv_TOcEllrRTI-TK5yBIWPpJKKNyLYj3RE8D35Xw2lJ_9_sw.vdn0pVWzligRE_EVOsKMnOIHWwl7KCztrpDHR9keGSg%26dib_tag%3Dse%26keywords%3Dplaystation%2B5%26qid%3D1775469665%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
PlayStation DualSense Edge Stick Module,,4.7 out of 5 stars,"(1,492)",Not Available,https://www.amazon.com/PlayStation-DualSense-Edge-Stick-Module-5/dp/B0BK9Y5FYG/ref=sr_1_99?dib=eyJ2IjoiMSJ9.f3XHN5WGuI2-4G819TNimB9a-9DZbXMqVoEv0VFv2aDROn4X_dJwaw11QWbBxi77xcdwIE4KGTz5dxjndtj8TRgRRIk_YnwLoZMKGFBbxnzlTpmZHv7nClW5NX1M4-FlmzOUcnpRea-axVNYXiaXNDhx7U_zlKiw6TdtFSRhQIUVOD2YZQXts86xcJNSv_TOcEllrRTI-TK5yBIWPpJKKNyLYj3RE8D35Xw2lJ_9_sw.vdn0pVWzligRE_EVOsKMnOIHWwl7KCztrpDHR9keGSg&dib_tag=se&keywords=playstation+5&qid=1775469665&sr=8-99
